stop_name,daytime_routes,line,borough,structure,gtfs_longitude,gtfs_latitude,date,entries
Bay Pkwy,N,Sea Beach,Bk,Open Cut,-73.981848,40.611815,2019-07-04,4152
Kings Hwy,N,Sea Beach,Bk,Open Cut,-73.980353,40.603923,2019-07-04,2760
Avenue U,N,Sea Beach,Bk,Open Cut,-73.979137,40.597473,2019-07-04,2171
86 St,N,Sea Beach,Bk,Open Cut,-73.97823,40.592721,2019-07-04,1660
5 Av/59 St,N W R,Astoria,M,Subway,-73.973347,40.764811,2019-07-04,24620
121 St,J Z,Jamaica,Q,Elevated,-73.828294,40.700492,2019-07-04,1227
111 St,J,Jamaica,Q,Elevated,-73.836345,40.697418,2019-07-04,1036
104 St,J Z,Jamaica,Q,Elevated,-73.84433,40.695178,2019-07-04,1178
Woodhaven Blvd,J Z,Jamaica,Q,Elevated,-73.851576,40.693879,2019-07-04,2460
85 St - Forest Pkwy,J,Jamaica,Q,Elevated,-73.86001,40.692435,2019-07-04,1920
75 St,J Z,Jamaica,Q,Elevated,-73.867139,40.691324,2019-07-04,1889
Cypress Hills,J,Jamaica,Bk,Elevated,-73.87255,40.689941,2019-07-04,747
Crescent St,J Z,Jamaica,Bk,Elevated,-73.873785,40.683194,2019-07-04,2470
Norwood Av,J Z,Jamaica,Bk,Elevated,-73.880039,40.68141,2019-07-04,1786
Cleveland St,J,Jamaica,Bk,Elevated,-73.884639,40.679947,2019-07-04,1664
57 St - 7 Av,N Q R W,Broadway - Brighton,M,Subway,-73.980658,40.764664,2019-07-04,17497
Van Siclen Av,J Z,Jamaica,Bk,Elevated,-73.891688,40.678024,2019-07-04,1300
Alabama Av,J,Jamaica,Bk,Elevated,-73.898654,40.676992,2019-07-04,1217
Chauncey St,J Z,Jamaica,Bk,Elevated,-73.910456,40.682893,2019-07-04,2177
Halsey St,J,Jamaica,Bk,Elevated,-73.916559,40.68637,2019-07-04,4174
Gates Av,J Z,Jamaica,Bk,Elevated,-73.92227,40.68963,2019-07-04,4157
Kosciuszko St,J,Jamaica,Bk,Elevated,-73.928814,40.693342,2019-07-04,3617
Myrtle Av,J M Z,Jamaica,Bk,Elevated,-73.935657,40.697207,2019-07-04,6598
Flushing Av,J M,Jamaica,Bk,Elevated,-73.941126,40.70026,2019-07-04,4925
Lorimer St,J M,Jamaica,Bk,Elevated,-73.947408,40.703869,2019-07-04,3218
NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-07-04,1005
Roosevelt Island Tram - Eastbound,,,,,-73.964191,40.761186,2019-07-04,3793
Roosevelt Island Tram - Westbound,,,,,-73.954097,40.757307,2019-07-04,3407
World Trade Center,,,,,-74.014129,40.7120525,2019-07-04,22733
33 St,,,,,-73.9898747,40.7478505,2019-07-04,18672
23 St,,,,,-73.9941768,40.7426718,2019-07-04,3480
Exchange Pl,,,,,-74.033372,40.716554,2019-07-04,4890
Harrison,,,,,-74.1573444,40.7404721,2019-07-04,5277
14 St,,,,,-73.9987414,40.7385072,2019-07-04,3807
Pavonia/Newport,,,,,-74.0382569,40.7250054,2019-07-04,6712
9 St,,,,,-74.0004635,40.7344094,2019-07-04,2965
Christopher St,,,,,-74.0089239,40.732593,2019-07-04,2147
Newark Penn Station,,,,,-74.1679197,40.7335855,2019-07-04,10257
Hoboken,,,,,-74.0332199,40.7349102,2019-07-04,6401
Grove St,,,,,-74.0448325,40.7236214,2019-07-04,8567
Journal Sq,,,,,-74.0686325,40.7303043,2019-07-04,14702
